scenario,min_method,max_method,min_el_plus_ul,max_el_plus_ul,abs_diff,rel_diff
506,Изотоническая регрессия,Бета-калибровка,659493745.7619154,684885960.9932455,25392215.231330037,0.03850258686228225
507,Изотоническая регрессия,Бета-калибровка,661858907.2121269,687344608.8951395,25485701.683012605,0.038506245674570026
508,Изотоническая регрессия,Бета-калибровка,663828014.3105762,689463616.2758794,25635601.965303183,0.03861783686837507
509,Изотоническая регрессия,Бета-калибровка,660053972.4184186,685574554.774368,25520582.3559494,0.03866438719010012
510,Изотоническая регрессия,Бета-калибровка,658834855.2066054,684765223.7319516,25930368.52534616,0.03935791848355473
511,Изотоническая регрессия,Бета-калибровка,660572345.0881004,686309845.0660183,25737499.97791791,0.038962424281454446
512,Изотоническая регрессия,Бета-калибровка,662318309.5065553,687392024.5243264,25073715.017771125,0.03785749941965474
513,Изотоническая регрессия,Бета-калибровка,670513114.5016369,695239111.507271,24725997.00563419,0.03687623175575312
514,Изотоническая регрессия,Бета-калибровка,661666135.2975404,687278927.257192,25612791.95965159,0.038709540345651716
515,Изотоническая регрессия,Бета-калибровка,659272057.9571652,685219960.3317676,25947902.374602318,0.0393584136646183
516,Изотоническая регрессия,Бета-калибровка,667105639.2452295,692860287.9007193,25754648.655489802,0.03860655215661029
517,Изотоническая регрессия,Бета-калибровка,661063529.9554752,686516391.2188971,25452861.263421893,0.03850289739192877
518,Изотоническая регрессия,Бета-калибровка,660715154.313984,686181568.6369133,25466414.322929263,0.03854371154748352
519,Изотоническая регрессия,Бета-калибровка,663361107.789336,688799167.106353,25438059.31701708,0.03834722750296579
520,Изотоническая регрессия,Бета-калибровка,663294385.5686967,688940579.6752669,25646194.106570125,0.038664874397484214
521,Изотоническая регрессия,Бета-калибровка,656757302.7530816,681665399.5281888,24908096.775107265,0.03792587714014634
522,Изотоническая регрессия,Бета-калибровка,662431924.069567,687462760.6857541,25030836.616187096,0.03778627766369306
523,Изотоническая регрессия,Бета-калибровка,656334852.0532391,681184356.8995514,24849504.846312284,0.037861016779125116
524,Изотоническая регрессия,Бета-калибровка,659449977.6723659,684719594.0064429,25269616.334077,0.03831923146509179
525,Изотоническая регрессия,Бета-калибровка,656698727.4179641,682628114.2863538,25929386.868389726,0.039484448173578754
526,Изотоническая регрессия,Бета-калибровка,655509729.5251596,680990240.3968982,25480510.871738553,0.038871293169357245
527,Изотоническая регрессия,Бета-калибровка,658015165.2827804,683242859.5918912,25227694.30911076,0.03833907733459185
528,Изотоническая регрессия,Бета-калибровка,655814485.728791,681758864.9026917,25944379.173900723,0.039560546066727015
529,Изотоническая регрессия,Бета-калибровка,660118960.00373,685123880.7764299,25004920.772699833,0.03787941611699585
530,Изотоническая регрессия,Бета-калибровка,667246228.7625705,692769107.9961412,25522879.233570695,0.03825106554877604
531,Изотоническая регрессия,Бета-калибровка,659880935.733591,684723199.5455813,24842263.81199038,0.037646585113681436
532,Изотоническая регрессия,Бета-калибровка,662651028.9840974,687876559.8448673,25225530.860769987,0.03806759479336048
533,Изотоническая регрессия,Бета-калибровка,658041484.6748438,683708549.7692397,25667065.094395876,0.03900523856346028
534,Изотоническая регрессия,Бета-калибровка,659264283.3461776,684137747.7484703,24873464.40229273,0.03772912476927216
535,Изотоническая регрессия,Бета-калибровка,662536750.4201987,687996240.738466,25459490.318267345,0.038427287697052656
536,Изотоническая регрессия,Бета-калибровка,665071385.2133524,690136944.6669948,25065559.45364237,0.03768852488759749
537,Изотоническая регрессия,Бета-калибровка,661301558.2854235,686835229.4546154,25533671.169191837,0.03861123696032678
538,Изотоническая регрессия,Бета-калибровка,661747424.7787737,687587852.3532143,25840427.5744406,0.03904877693038128
539,Изотоническая регрессия,Бета-калибровка,660588254.8082137,686162006.4751587,25573751.66694498,0.03871360333884489
540,Изотоническая регрессия,Бета-калибровка,668167803.7611948,693097178.052548,24929374.291353226,0.03731005018652928
541,Изотоническая регрессия,Бета-калибровка,664389123.2717226,689390452.0902758,25001328.81855321,0.03763055104730867
542,Изотоническая регрессия,Бета-калибровка,660291761.7703761,685726063.8286586,25434302.058282495,0.038519793114013684
543,Изотоническая регрессия,Бета-калибровка,657736829.2592607,683373096.5361545,25636267.276893854,0.038976481377461056
544,Изотоническая регрессия,Бета-калибровка,661725286.4632862,686806994.6647011,25081708.201414943,0.03790350575156164
545,Изотоническая регрессия,Бета-калибровка,660554588.4784161,686366859.7745249,25812271.296108842,0.03907666640476644
546,Изотоническая регрессия,Бета-калибровка,661277813.608952,686534987.6597078,25257174.05075574,0.03819449788117588
547,Изотоническая регрессия,Бета-калибровка,658876418.7502112,683924017.6639472,25047598.913735986,0.038015625086791675
548,Изотоническая регрессия,Бета-калибровка,663385469.0229701,688909652.4579871,25524183.43501699,0.038475644443356355
549,Изотоническая регрессия,Бета-калибровка,658470392.7244445,683923579.1706972,25453186.446252704,0.0386550203737168
550,Изотоническая регрессия,Бета-калибровка,664485745.0417262,689753873.338112,25268128.296385765,0.038026591969702914
551,Изотоническая регрессия,Бета-калибровка,657021365.6839483,682578382.154487,25557016.470538735,0.03889830347287764
552,Изотоническая регрессия,Бета-калибровка,665505420.7553478,691202501.2384039,25697080.48305607,0.038612879296895754
553,Изотоническая регрессия,Бета-калибровка,651968975.4210315,677609293.1817518,25640317.760720372,0.039327512086234244
554,Изотоническая регрессия,Бета-калибровка,663610170.832346,689147861.269216,25537690.43686998,0.03848297021252527
555,Изотоническая регрессия,Бета-калибровка,661923025.2209141,687332571.2859418,25409546.065027714,0.038387463642841825
556,Изотоническая регрессия,Бета-калибровка,657499260.0953075,683231600.1032007,25732340.007893205,0.03913668283697108
557,Изотоническая регрессия,Бета-калибровка,664363684.6574551,689456296.3303986,25092611.672943473,0.03776939085085782
558,Изотоническая регрессия,Бета-калибровка,660503418.7061503,686256636.6715736,25753217.965423346,0.03899028715986197
559,Изотоническая регрессия,Бета-калибровка,661813387.490046,687307586.9358251,25494199.445779085,0.038521734264800635
560,Изотоническая регрессия,Бета-калибровка,659466472.8488278,685391349.7482426,25924876.899414778,0.03931189524680755
561,Изотоническая регрессия,Бета-калибровка,656070586.7851754,681706641.6891056,25636054.903930187,0.039075147431238966
562,Изотоническая регрессия,Бета-калибровка,661888041.8739061,687062647.3907018,25174605.516795635,0.03803453745065779
563,Изотоническая регрессия,Бета-калибровка,657881875.2225034,683018442.6297704,25136567.407266974,0.03820832941896369
564,Изотоническая регрессия,Бета-калибровка,661388706.0415888,686170687.5787077,24781981.53711891,0.03746961705082487
565,Изотоническая регрессия,Бета-калибровка,660504221.2927871,685648414.1560898,25144192.863302708,0.038068178904426465
566,Изотоническая регрессия,Бета-калибровка,657635194.2292787,682660409.4238569,25025215.19457817,0.038053339319691806
567,Изотоническая регрессия,Бета-калибровка,658814802.983117,684454787.1184331,25639984.135316133,0.0389183485544316
568,Изотоническая регрессия,Бета-калибровка,661549708.9978768,686111670.0742353,24561961.076358557,0.03712791456527931
569,Изотоническая регрессия,Бета-калибровка,666494923.6230477,691317563.971253,24822640.348205328,0.0372435550045455
570,Изотоническая регрессия,Бета-калибровка,657769900.9983304,682856544.1810822,25086643.182751894,0.03813893451901134
571,Изотоническая регрессия,Бета-калибровка,661565448.4623289,687447415.2898297,25881966.82750082,0.039122307381163964
572,Изотоническая регрессия,Бета-калибровка,664803005.3100996,690236590.4680336,25433585.15793395,0.03825732578641152
573,Изотоническая регрессия,Бета-калибровка,663775036.2657497,689985004.4100869,26209968.144337177,0.03948622155450228
574,Изотоническая регрессия,Бета-калибровка,662249216.9997053,687892090.3245871,25642873.324881792,0.03872088130365159
575,Изотоническая регрессия,Бета-калибровка,660595615.7697808,686345432.8331494,25749817.063368678,0.03897969718337119
576,Изотоническая регрессия,Бета-калибровка,664414808.9294297,689770487.3846636,25355678.45523393,0.03816242220140982
577,Изотоническая регрессия,Бета-калибровка,663219176.4741733,687952505.0576414,24733328.58346808,0.03729284294063417
578,Изотоническая регрессия,Бета-калибровка,658437684.7998241,684130779.7909106,25693094.991086483,0.03902130085233139
579,Изотоническая регрессия,Бета-калибровка,658419003.0174963,684186564.8487419,25767561.83124554,0.0391355075007773
580,Изотоническая регрессия,Бета-калибровка,665928889.7444793,691170166.6431491,25241276.89866984,0.03790386224023869
581,Изотоническая регрессия,Бета-калибровка,662456513.9546778,687479226.9240087,25022712.969330907,0.037772612152233806
582,Изотоническая регрессия,Бета-калибровка,660889944.5546101,686340741.562556,25450797.007945895,0.038509886884567156
583,Изотоническая регрессия,Бета-калибровка,663583114.0357802,688728545.6035558,25145431.567775607,0.037893416869585646
584,Изотоническая регрессия,Бета-калибровка,665458427.9981735,690577773.266566,25119345.268392563,0.03774742975899542
585,Изотоническая регрессия,Бета-калибровка,658872921.851809,684782686.1409187,25909764.289109707,0.03932437262148895
586,Изотоническая регрессия,Бета-калибровка,663423386.0709589,689407446.3785859,25984060.307627082,0.03916663303281242
587,Изотоническая регрессия,Бета-калибровка,668947357.6964552,693387186.2145569,24439828.518101692,0.03653475604158321
588,Изотоническая регрессия,Бета-калибровка,660213665.0204227,685902780.8017788,25689115.781356096,0.038910306075778424
589,Изотоническая регрессия,Бета-калибровка,658889306.2339054,684365274.7330785,25475968.499173045,0.038665020449017706
590,Изотоническая регрессия,Бета-калибровка,660616597.6383045,686148478.3763251,25531880.73802066,0.03864856079804351
591,Изотоническая регрессия,Бета-калибровка,660536408.5817094,686103172.2357488,25566763.654039383,0.038706062711873566
592,Изотоническая регрессия,Бета-калибровка,665153475.4892266,690963912.3388946,25810436.849668026,0.0388037314706718
593,Изотоническая регрессия,Бета-калибровка,658734985.0382679,684477562.1981895,25742577.159921646,0.03907880671986198
594,Изотоническая регрессия,Бета-калибровка,664662239.96141,689227321.2050376,24565081.24362755,0.036958743504149995
595,Изотоническая регрессия,Бета-калибровка,661873453.5126245,686664669.822114,24791216.30948949,0.03745612726710851
596,Изотоническая регрессия,Бета-калибровка,661059183.5261023,686630007.9129955,25570824.386893153,0.038681596177966834
597,Изотоническая регрессия,Бета-калибровка,668353363.2027409,693949507.6383435,25596144.435602546,0.038297322711067304
598,Изотоническая регрессия,Бета-калибровка,658555539.7907561,684512370.0290023,25956830.238246202,0.0394147929368167
599,Изотоническая регрессия,Бета-калибровка,660917799.8891418,686791444.7393748,25873644.85023296,0.03914805268457415
600,Изотоническая регрессия,Бета-калибровка,655443126.7374084,680629339.2473443,25186212.509935856,0.03842623636211577
601,Изотоническая регрессия,Бета-калибровка,657026993.1750205,682231811.6009073,25204818.42588687,0.038361922246279385
602,Изотоническая регрессия,Бета-калибровка,661863086.1304197,687556422.8663948,25693336.735975027,0.03881971554901337
603,Изотоническая регрессия,Бета-калибровка,660860573.4386196,685541472.8444389,24680899.405819297,0.03734660592233325
604,Изотоническая регрессия,Бета-калибровка,660578513.6467754,686513240.0700396,25934726.423264265,0.0392606266893084
605,Изотоническая регрессия,Бета-калибровка,659405170.2183225,683971801.3122864,24566631.09396386,0.037255745334587066
606,Изотоническая регрессия,Бета-калибровка,662412321.3490596,687825251.627171,25412930.278111458,0.03836421735990032
607,Изотоническая регрессия,Бета-калибровка,661349654.3441385,686479973.04111,25130318.696971536,0.03799853607225865
608,Изотоническая регрессия,Бета-калибровка,663118169.6833086,688463725.7142651,25345556.030956507,0.038221778846839645
609,Изотоническая регрессия,Бета-калибровка,661883731.4404876,687083955.8445793,25200224.404091716,0.038073491169283345
610,Изотоническая регрессия,Бета-калибровка,658411853.7760466,684134052.8592659,25722199.08321929,0.039067035223774214
611,Изотоническая регрессия,Бета-калибровка,660621731.2657051,686087096.1940796,25465364.92837453,0.0385475737826315
612,Изотоническая регрессия,Бета-калибровка,661389442.5945166,686906647.2942706,25517204.699754,0.03858120958153552
613,Изотоническая регрессия,Бета-калибровка,666579629.8452755,691767241.2626977,25187611.417422175,0.03778635033187055
614,Изотоническая регрессия,Бета-калибровка,659756324.4551096,685232415.6926064,25476091.237496853,0.03861439488062121
615,Изотоническая регрессия,Бета-калибровка,662498378.1257498,687783353.9938185,25284975.868068695,0.0381660947451698
616,Изотоническая регрессия,Бета-калибровка,659154287.6795951,684821177.9375225,25666890.257927418,0.038939123567385034
617,Изотоническая регрессия,Бета-калибровка,666001709.252962,690865400.2409601,24863690.987998128,0.03733277353880537
618,Изотоническая регрессия,Бета-калибровка,663552848.0839059,688420781.9941024,24867933.910196424,0.037476945479181914
619,Изотоническая регрессия,Бета-калибровка,660958361.2370491,686328694.8582017,25370333.62115264,0.038384163222732436
620,Изотоническая регрессия,Бета-калибровка,664659494.9976735,689567874.9539299,24908379.95625639,0.03747539927394489
621,Изотоническая регрессия,Бета-калибровка,666278221.6532573,690835746.8006091,24557525.14735186,0.03685776354270817
622,Изотоническая регрессия,Бета-калибровка,661834910.2516103,687739318.6016045,25904408.349994183,0.039140287024366976
623,Изотоническая регрессия,Бета-калибровка,660172616.2988672,685339086.5875759,25166470.288708687,0.03812104541657565
624,Изотоническая регрессия,Бета-калибровка,665944214.1203647,691060618.9002187,25116404.77985406,0.037715478635143525
625,Изотоническая регрессия,Бета-калибровка,663479177.7951722,688367865.8642246,24888688.06905234,0.03751238758051261
626,Изотоническая регрессия,Бета-калибровка,664116423.3100886,689634098.3660629,25517675.055974245,0.03842349648392832
627,Изотоническая регрессия,Бета-калибровка,659913801.9015218,685518729.756419,25604927.85489714,0.0388004126919566
628,Изотоническая регрессия,Бета-калибровка,661165069.5400451,687149793.2671245,25984723.72707939,0.039301416430175706
629,Изотоническая регрессия,Бета-калибровка,664335741.5573932,689287577.4914482,24951835.93405497,0.03755907498753676
630,Изотоническая регрессия,Бета-калибровка,660112495.859483,684899484.4305687,24786988.57108569,0.03754964301775929
631,Изотоническая регрессия,Бета-калибровка,654805267.1840711,681386410.8042355,26581143.620164394,0.04059396732478057
632,Изотоническая регрессия,Бета-калибровка,664060113.9048612,689784485.3959475,25724371.491086245,0.038738016261539436
633,Изотоническая регрессия,Бета-калибровка,658295337.8294888,684280352.3462049,25985014.516716123,0.03947318630934425
634,Изотоническая регрессия,Бета-калибровка,662701693.1545596,688067089.9656053,25365396.811045647,0.03827573865143236
635,Изотоническая регрессия,Бета-калибровка,661357782.134649,686015212.1629435,24657430.028294444,0.03728304209063396
636,Изотоническая регрессия,Бета-калибровка,658194648.8995501,683717374.3422673,25522725.442717195,0.03877686560562167
637,Изотоническая регрессия,Бета-калибровка,659776924.641751,684989453.312798,25212528.671046972,0.038213716984323146
638,Изотоническая регрессия,Бета-калибровка,660061663.7314309,685781189.2629164,25719525.531485558,0.03896533755056928
639,Изотоническая регрессия,Бета-калибровка,663865670.9766786,689689131.9849918,25823461.00831318,0.038898623829007044
640,Изотоническая регрессия,Бета-калибровка,659904577.8077803,685199951.5424544,25295373.734674096,0.03833186582627744
641,Изотоническая регрессия,Бета-калибровка,661531011.0293093,686781248.6171095,25250237.587800264,0.03816939367439805
642,Изотоническая регрессия,Бета-калибровка,663806675.825402,688853596.8843939,25046921.05899191,0.037732252433056106
643,Изотоническая регрессия,Бета-калибровка,664101343.0242527,689679616.3968734,25578273.3726207,0.03851561759556116
644,Изотоническая регрессия,Бета-калибровка,662401087.3751719,687567657.4857011,25166570.110529184,0.03799294806452408
645,Изотоническая регрессия,Бета-калибровка,663172502.2690413,687855535.025819,24683032.756777644,0.037219626375226314
646,Изотоническая регрессия,Бета-калибровка,666030981.4723024,691026687.972525,24995706.500222564,0.03752934502381258
647,Изотоническая регрессия,Бета-калибровка,663167671.1565257,688276155.9130533,25108484.756527543,0.037861442661611976
648,Изотоническая регрессия,Бета-калибровка,658954455.368721,684718803.4079614,25764348.03924036,0.03909882971323686
649,Изотоническая регрессия,Бета-калибровка,663051275.7519892,688834082.808661,25782807.05667174,0.03888508777459265
650,Изотоническая регрессия,Бета-калибровка,661704205.8351929,686228740.2486314,24524534.41343844,0.03706268480262106
651,Изотоническая регрессия,Бета-калибровка,660550226.0878195,685549505.1436703,24999279.055850863,0.03784614412126056
652,Изотоническая регрессия,Бета-калибровка,663531190.5156019,689239096.6704779,25707906.154875994,0.038744080945011
653,Изотоническая регрессия,Бета-калибровка,660556492.8417256,685802734.8210571,25246241.979331493,0.038219656082285586
654,Изотоническая регрессия,Бета-калибровка,659816803.1741594,685790216.7904346,25973413.61627519,0.0393645834591143
655,Изотоническая регрессия,Бета-калибровка,664599020.0218173,689244758.5060215,24645738.484204173,0.03708362146455634
656,Изотоническая регрессия,Бета-калибровка,659432137.262994,685040541.0007006,25608403.737706542,0.038834024444115656
657,Изотоническая регрессия,Бета-калибровка,663805456.1473738,688746060.8048763,24940604.657502532,0.03757215977442249
658,Изотоническая регрессия,Бета-калибровка,658565674.3613002,683427919.4612539,24862245.09995365,0.03775211200320441
659,Изотоническая регрессия,Бета-калибровка,660964610.4601415,686292584.1943647,25327973.734223127,0.03831971233163397
660,Изотоническая регрессия,Бета-калибровка,660502791.6854527,685105490.8395565,24602699.154103756,0.037248440829936946
661,Изотоническая регрессия,Бета-калибровка,661156306.2418187,686775234.3907022,25618928.14888358,0.038748670937600385
662,Изотоническая регрессия,Бета-калибровка,657190048.0184231,682755033.452435,25564985.434011936,0.03890044517730626
663,Изотоническая регрессия,Бета-калибровка,659602504.4357201,684906744.6207697,25304240.185049653,0.038362862504133524
664,Изотоническая регрессия,Бета-калибровка,664856639.1378708,690558337.1899865,25701698.05211568,0.038657503797274916
665,Изотоническая регрессия,Бета-калибровка,663982681.9623283,688482842.9041798,24500160.941851497,0.03689879511532431
666,Изотоническая регрессия,Бета-калибровка,655990761.3825547,681359428.0288888,25368666.64633417,0.03867229256837034
667,Изотоническая регрессия,Бета-калибровка,665042619.8994193,689510121.7909145,24467501.891495228,0.036790877996955566
668,Изотоническая регрессия,Бета-калибровка,660727407.2225856,685746477.846672,25019070.6240865,0.037865949483245946
669,Изотоническая регрессия,Бета-калибровка,661697272.5431819,686977851.0252953,25280578.48211336,0.03820565616803803
670,Изотоническая регрессия,Бета-калибровка,655319814.2327516,681240726.9258845,25920912.693132877,0.039554599342431114
671,Изотоническая регрессия,Бета-калибровка,658512768.6800768,684052513.0649772,25539744.38490033,0.03878397747107046
672,Изотоническая регрессия,Бета-калибровка,663188130.1115675,688389556.9249508,25201426.81338334,0.03800041898992331
673,Изотоническая регрессия,Бета-калибровка,662583961.9774119,687531377.5918944,24947415.614482522,0.03765170460816708
674,Изотоническая регрессия,Бета-калибровка,663373172.0936395,688084979.2812136,24711807.18757415,0.037251743403463884
675,Изотоническая регрессия,Бета-калибровка,662720811.3986969,687878167.4503634,25157356.0516665,0.037960715310223866
676,Изотоническая регрессия,Бета-калибровка,664701599.7309381,689696751.3017397,24995151.570801616,0.037603567647376365
677,Изотоническая регрессия,Бета-калибровка,659824511.185751,685232925.8842278,25408414.69847679,0.038507836959278896
678,Изотоническая регрессия,Бета-калибровка,661604336.1282943,686428392.822738,24824056.694443703,0.037521000602435545
679,Изотоническая регрессия,Бета-калибровка,662197064.7050934,687867387.5794363,25670322.87434292,0.03876538305976195
680,Изотоническая регрессия,Бета-калибровка,658563200.570529,684013423.2546785,25450222.684149504,0.0386450725793688
681,Изотоническая регрессия,Бета-калибровка,660498018.4610581,686276729.4897938,25778711.028735638,0.03902920267467162
682,Изотоническая регрессия,Бета-калибровка,663817670.8669323,689437834.0148354,25620163.147903085,0.038595180984627414
683,Изотоническая регрессия,Бета-калибровка,662042039.8014146,687303303.9804579,25261264.179043293,0.03815658622920779
684,Изотоническая регрессия,Бета-калибровка,660454806.5945089,685849175.2467014,25394368.652192473,0.03844982033385902
685,Изотоническая регрессия,Бета-калибровка,657356179.630541,682653287.4043723,25297107.773831367,0.038483106354989007
686,Изотоническая регрессия,Бета-калибровка,659271876.4806561,684237186.3739986,24965309.893342495,0.03786800375379733
687,Изотоническая регрессия,Бета-калибровка,659209041.185616,683874081.4131572,24665040.22754121,0.03741611338215275
688,Изотоническая регрессия,Бета-калибровка,661373876.5368667,686711849.618691,25337973.081824303,0.03831111868902475
689,Изотоническая регрессия,Бета-калибровка,662626314.4855303,687139362.3116144,24513047.826084137,0.036993773549600595
690,Изотоническая регрессия,Бета-калибровка,660423353.1633713,685675092.785816,25251739.62244463,0.03823568549096721
691,Изотоническая регрессия,Бета-калибровка,663965799.0142105,689323956.4017763,25358157.38756585,0.03819196323849073
692,Изотоническая регрессия,Бета-калибровка,660721402.464858,686589613.0926521,25868210.627794027,0.03915146464348093
693,Изотоническая регрессия,Бета-калибровка,660231557.6048493,685020700.7258582,24789143.121008873,0.03754613489082152
694,Изотоническая регрессия,Бета-калибровка,664002027.4280031,689424487.6635294,25422460.235526323,0.03828672080113919
695,Изотоническая регрессия,Бета-калибровка,660870760.5934944,686249220.4259541,25378459.83245969,0.03840154739130626
696,Изотоническая регрессия,Бета-калибровка,658941439.4430516,684422772.4868115,25481333.043759942,0.038670102559185224
697,Изотоническая регрессия,Бета-калибровка,662550378.3811679,688608418.0082924,26058039.627124548,0.039329899245991
698,Изотоническая регрессия,Бета-калибровка,665398063.8458364,690784245.6822387,25386181.836402297,0.03815187211347812
699,Изотоническая регрессия,Бета-калибровка,663617474.1942209,688874963.8437438,25257489.6495229,0.038060314310124375
700,Изотоническая регрессия,Бета-калибровка,656667231.1022611,682823516.6952033,26156285.592942238,0.03983187275697786
701,Изотоническая регрессия,Бета-калибровка,660893026.4966702,686386996.157604,25493969.660933733,0.038575032023071554
702,Изотоническая регрессия,Бета-калибровка,667404162.1888671,692986967.007476,25582804.81860888,0.03833180292838699
703,Изотоническая регрессия,Бета-калибровка,662914789.6511846,687870701.7657348,24955912.114550233,0.037645731403400495
704,Изотоническая регрессия,Бета-калибровка,662805901.8039279,687843476.2911263,25037574.487198353,0.03777512303233081
705,Изотоническая регрессия,Бета-калибровка,662227717.460723,687747455.0396304,25519737.57890737,0.0385361966979598
706,Изотоническая регрессия,Бета-калибровка,659299449.4476614,684075338.9028772,24775889.45521581,0.03757911443119239
707,Изотоническая регрессия,Бета-калибровка,662323607.3800737,687603546.9926605,25279939.612586856,0.03816856190976746
708,Изотоническая регрессия,Бета-калибровка,661093796.7580656,686881391.896498,25787595.138432384,0.039007468024797744
709,Изотоническая регрессия,Бета-калибровка,662213282.5321486,687874255.3020129,25660972.76986432,0.03875031420653897
710,Изотоническая регрессия,Бета-калибровка,664313993.7500724,689482395.1290088,25168401.37893641,0.0378863031875334
711,Изотоническая регрессия,Бета-калибровка,663846276.2333884,689963151.8933713,26116875.65998292,0.039341752142029056
712,Изотоническая регрессия,Бета-калибровка,665404677.29888,690587063.7239752,25182386.4250952,0.03784522003560252
713,Изотоническая регрессия,Бета-калибровка,664352230.3717288,689403985.4034227,25051755.031693935,0.037708543580378416
714,Изотоническая регрессия,Бета-калибровка,662187973.4393734,686752196.4162663,24564222.97689295,0.03709554380655318
715,Изотоническая регрессия,Бета-калибровка,664791172.7385916,689927570.9028052,25136398.164213657,0.03781096860938279
716,Изотоническая регрессия,Бета-калибровка,659992132.7018772,685186830.9783566,25194698.276479363,0.03817424031001287
717,Изотоническая регрессия,Бета-калибровка,664901024.6648837,690125252.6764746,25224228.01159084,0.037936816271721165
718,Изотоническая регрессия,Бета-калибровка,661537385.8736286,687262414.3020778,25725028.428449154,0.03888673411023716
719,Изотоническая регрессия,Бета-калибровка,671382128.671914,696307243.4482467,24925114.776332736,0.03712507931308513
720,Изотоническая регрессия,Бета-калибровка,661424324.8575163,686451843.4342911,25027518.576774836,0.037838823938273286
721,Изотоническая регрессия,Бета-калибровка,659992353.9646943,685634904.2490381,25642550.28434384,0.038852799021540735
722,Изотоническая регрессия,Бета-калибровка,664761713.8694115,689859833.5309055,25098119.661494017,0.03775506190843054
723,Изотоническая регрессия,Бета-калибровка,660484347.9028497,686626378.3822262,26142030.479376554,0.03958009082634881
724,Изотоническая регрессия,Бета-калибровка,664198529.0898446,688778141.101439,24579612.011594415,0.03700642343378269
725,Изотоническая регрессия,Бета-калибровка,659989237.4603814,685255906.6000451,25266669.139663696,0.03828345631345304
726,Изотоническая регрессия,Бета-калибровка,660175729.6811489,685318106.9141722,25142377.233023286,0.03808437072530147
727,Изотоническая регрессия,Бета-калибровка,661066364.2606903,686762605.4650021,25696241.20431173,0.03887089495628681
728,Изотоническая регрессия,Бета-калибровка,654645697.2623622,680890701.805932,26245004.543569803,0.040090394931674926
729,Изотоническая регрессия,Бета-калибровка,663255487.7924054,688076233.5249054,24820745.732500076,0.037422601379619204
730,Изотоническая регрессия,Бета-калибровка,658031493.7654526,683826474.2909923,25794980.525539637,0.03920022182818798
731,Изотоническая регрессия,Бета-калибровка,664451845.156615,689858466.4510202,25406621.294405222,0.03823696401718433
732,Изотоническая регрессия,Бета-калибровка,664133446.835151,689612109.8832495,25478663.048098564,0.03836377036800978
733,Изотоническая регрессия,Бета-калибровка,659033342.6097097,685123834.4049411,26090491.795231342,0.03958903155326779
734,Изотоническая регрессия,Бета-калибровка,658979252.2052487,684274344.1462655,25295091.941016793,0.03838526305095
735,Изотоническая регрессия,Бета-калибровка,658648256.059125,683778552.091059,25130296.031934023,0.0381543499140126
736,Изотоническая регрессия,Бета-калибровка,659699015.5936575,684841208.7975202,25142193.203862667,0.0381116124316745
737,Изотоническая регрессия,Бета-калибровка,661946770.7908967,687001946.2309196,25055175.440022945,0.03785074049094147
738,Изотоническая регрессия,Бета-калибровка,659416793.4816388,685231064.8151639,25814271.33352506,0.039147124532920845
739,Изотоническая регрессия,Бета-калибровка,656936050.309453,682467041.7623886,25530991.452935576,0.03886373938667101
740,Изотоническая регрессия,Бета-калибровка,662954122.097714,687625952.6377409,24671830.540026903,0.03721498926948444
741,Изотоническая регрессия,Бета-калибровка,666698601.335067,692214441.3373196,25515840.00225258,0.03827192670144649
742,Изотоническая регрессия,Бета-калибровка,662169869.6409669,687267336.736289,25097467.095322132,0.03790185607347274
743,Изотоническая регрессия,Бета-калибровка,654925651.9522994,679911865.8737767,24986213.921477318,0.03815122196999722
744,Изотоническая регрессия,Бета-калибровка,663139320.6920388,687747821.1583893,24608500.466350555,0.03710909562815491
745,Изотоническая регрессия,Бета-калибровка,657866470.178318,683989436.0523582,26122965.874040127,0.03970861422221346
746,Изотоническая регрессия,Бета-калибровка,659104374.6765605,684816009.4638182,25711634.78725767,0.039009959234263966
747,Изотоническая регрессия,Бета-калибровка,659767419.7522612,685841115.4193976,26073695.66713643,0.039519525951928564
748,Изотоническая регрессия,Бета-калибровка,665517250.7080387,689967863.4486771,24450612.740638375,0.03673926215229666
749,Изотоническая регрессия,Бета-калибровка,668128516.6054649,692895357.3157046,24766840.71023965,0.03706897714240905
750,Изотоническая регрессия,Бета-калибровка,666349572.5114918,691793125.5052102,25443552.993718386,0.038183491133371425
751,Изотоническая регрессия,Бета-калибровка,663076961.2067772,688849279.6446449,25772318.43786764,0.03886776339048624
752,Изотоническая регрессия,Бета-калибровка,664345811.5275757,689078262.6561046,24732451.128528833,0.0372282788562478
753,Изотоническая регрессия,Бета-калибровка,654544499.6495495,680230135.0407765,25685635.391227007,0.03924200020774659
754,Изотоническая регрессия,Бета-калибровка,655723848.1630795,681734818.5856172,26010970.422537684,0.03966756813162104
755,Изотоническая регрессия,Бета-калибровка,662210430.7990184,687834403.6771566,25623972.878138185,0.03869460776572257
756,Изотоническая регрессия,Бета-калибровка,665199087.1607018,690036732.3923874,24837645.23168564,0.03733866403470462
757,Изотоническая регрессия,Бета-калибровка,659847233.8063744,685267523.8698764,25420290.063501954,0.03852450803932791
758,Изотоническая регрессия,Бета-калибровка,668624370.7814097,693865777.0319912,25241406.250581503,0.037751250707601804
759,Изотоническая регрессия,Бета-калибровка,656918584.4664586,682935217.8050718,26016633.33861327,0.03960404524061938
760,Изотоническая регрессия,Бета-калибровка,663236243.3197386,688068104.1756232,24831860.855884552,0.03744044615473976
